date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:14:08	14668/14668	---M--	200	added ('OK')	font/woff2	etag:%225e237c75-394c%22	https://bchiang7.github.io/v2/fonts/gotham/Gotham-Book.woff2	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/fonts/gotham/Gotham-Book.woff2	(from https://bchiang7.github.io/v2/css/main.css)
01:14:09	20968/20968	---M--	200	added ('OK')	font/woff	etag:%225e237c75-51e8%22	https://bchiang7.github.io/v2/fonts/gotham/Gotham-Book.woff	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/fonts/gotham/Gotham-Book.woff	(from https://bchiang7.github.io/v2/css/main.css)
01:14:09	47400/47400	---M-Z	200	added ('OK')	font/ttf	etag:W/%225e237c75-b928%22	https://bchiang7.github.io/v2/fonts/gotham/Gotham-Book.ttf	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/fonts/gotham/Gotham-Book.ttf	(from https://bchiang7.github.io/v2/css/main.css)
01:14:10	177836/177836	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225e237c75-2b6ac%22	https://bchiang7.github.io/v2/fonts/gotham/Gotham-Book.svg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/fonts/gotham/Gotham-Book.svg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:10	47508/47508	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225e237c75-b994%22	https://bchiang7.github.io/v2/fonts/gotham/Gotham-Medium.eot	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/fonts/gotham/Gotham-Medium.eot	(from https://bchiang7.github.io/v2/css/main.css)
01:14:10	47508/47508	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225e237c75-b994%22	https://bchiang7.github.io/v2/fonts/gotham/Gotham-Medium.eot?	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/fonts/gotham/Gotham-Mediumd41d.eot	(from https://bchiang7.github.io/v2/css/main.css)
01:14:10	14644/14644	---M--	200	added ('OK')	font/woff2	etag:%225e237c75-3934%22	https://bchiang7.github.io/v2/fonts/gotham/Gotham-Medium.woff2	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/fonts/gotham/Gotham-Medium.woff2	(from https://bchiang7.github.io/v2/css/main.css)
01:14:11	20980/20980	---M--	200	added ('OK')	font/woff	etag:%225e237c75-51f4%22	https://bchiang7.github.io/v2/fonts/gotham/Gotham-Medium.woff	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/fonts/gotham/Gotham-Medium.woff	(from https://bchiang7.github.io/v2/css/main.css)
01:14:11	47316/47316	---M-Z	200	added ('OK')	font/ttf	etag:W/%225e237c75-b8d4%22	https://bchiang7.github.io/v2/fonts/gotham/Gotham-Medium.ttf	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/fonts/gotham/Gotham-Medium.ttf	(from https://bchiang7.github.io/v2/css/main.css)
01:14:12	177913/177913	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225e237c75-2b6f9%22	https://bchiang7.github.io/v2/fonts/gotham/Gotham-Medium.svg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/fonts/gotham/Gotham-Medium.svg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:12	47112/47112	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225e237c75-b808%22	https://bchiang7.github.io/v2/fonts/gotham/Gotham-Bold.eot	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/fonts/gotham/Gotham-Bold.eot	(from https://bchiang7.github.io/v2/css/main.css)
01:14:12	47112/47112	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225e237c75-b808%22	https://bchiang7.github.io/v2/fonts/gotham/Gotham-Bold.eot?	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/fonts/gotham/Gotham-Boldd41d.eot	(from https://bchiang7.github.io/v2/css/main.css)
01:14:12	14128/14128	---M--	200	added ('OK')	font/woff2	etag:%225e237c75-3730%22	https://bchiang7.github.io/v2/fonts/gotham/Gotham-Bold.woff2	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/fonts/gotham/Gotham-Bold.woff2	(from https://bchiang7.github.io/v2/css/main.css)
01:14:13	20376/20376	---M--	200	added ('OK')	font/woff	etag:%225e237c75-4f98%22	https://bchiang7.github.io/v2/fonts/gotham/Gotham-Bold.woff	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/fonts/gotham/Gotham-Bold.woff	(from https://bchiang7.github.io/v2/css/main.css)
01:14:13	46928/46928	---M-Z	200	added ('OK')	font/ttf	etag:W/%225e237c75-b750%22	https://bchiang7.github.io/v2/fonts/gotham/Gotham-Bold.ttf	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/fonts/gotham/Gotham-Bold.ttf	(from https://bchiang7.github.io/v2/css/main.css)
01:14:14	177807/177807	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%225e237c75-2b68f%22	https://bchiang7.github.io/v2/fonts/gotham/Gotham-Bold.svg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/fonts/gotham/Gotham-Bold.svg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:14	94367/94367	---M--	200	added ('OK')	image/jpeg	etag:%225e237c75-1709f%22	https://bchiang7.github.io/v2/img/bg-intro/intro-xl.jpg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/bg-intro/intro-xl.jpg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:15	58362/58362	---M--	200	added ('OK')	image/jpeg	etag:%225e237c75-e3fa%22	https://bchiang7.github.io/v2/img/bg-intro/intro-lg.jpg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/bg-intro/intro-lg.jpg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:15	43128/43128	---M--	200	added ('OK')	image/jpeg	etag:%225e237c75-a878%22	https://bchiang7.github.io/v2/img/bg-intro/intro-md.jpg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/bg-intro/intro-md.jpg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:15	23298/23298	---M--	200	added ('OK')	image/jpeg	etag:%225e237c75-5b02%22	https://bchiang7.github.io/v2/img/bg-intro/intro-sm.jpg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/bg-intro/intro-sm.jpg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:16	15378/15378	---M--	200	added ('OK')	image/jpeg	etag:%225e237c75-3c12%22	https://bchiang7.github.io/v2/img/bg-intro/intro-xs.jpg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/bg-intro/intro-xs.jpg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:16	308373/308373	---M--	200	added ('OK')	image/jpeg	etag:%225e237c75-4b495%22	https://bchiang7.github.io/v2/img/bg-services/services-xl.jpg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/bg-services/services-xl.jpg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:16	140945/140945	---M--	200	added ('OK')	image/jpeg	etag:%225e237c75-22691%22	https://bchiang7.github.io/v2/img/bg-services/services-lg.jpg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/bg-services/services-lg.jpg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:17	105044/105044	---M--	200	added ('OK')	image/jpeg	etag:%225e237c75-19a54%22	https://bchiang7.github.io/v2/img/bg-services/services-md.jpg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/bg-services/services-md.jpg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:17	63339/63339	---M--	200	added ('OK')	image/jpeg	etag:%225e237c75-f76b%22	https://bchiang7.github.io/v2/img/bg-services/services-sm.jpg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/bg-services/services-sm.jpg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:18	46406/46406	---M--	200	added ('OK')	image/jpeg	etag:%225e237c75-b546%22	https://bchiang7.github.io/v2/img/bg-services/services-xs.jpg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/bg-services/services-xs.jpg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:18	409277/409277	---M--	200	added ('OK')	image/jpeg	etag:%225e237c75-63ebd%22	https://bchiang7.github.io/v2/img/bg-experience/experience-xl.jpg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/bg-experience/experience-xl.jpg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:18	203400/203400	---M--	200	added ('OK')	image/jpeg	etag:%225e237c75-31a88%22	https://bchiang7.github.io/v2/img/bg-experience/experience-lg.jpg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/bg-experience/experience-lg.jpg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:19	151755/151755	---M--	200	added ('OK')	image/jpeg	etag:%225e237c75-250cb%22	https://bchiang7.github.io/v2/img/bg-experience/experience-md.jpg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/bg-experience/experience-md.jpg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:19	85862/85862	---M--	200	added ('OK')	image/jpeg	etag:%225e237c75-14f66%22	https://bchiang7.github.io/v2/img/bg-experience/experience-sm.jpg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/bg-experience/experience-sm.jpg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:19	58820/58820	---M--	200	added ('OK')	image/jpeg	etag:%225e237c75-e5c4%22	https://bchiang7.github.io/v2/img/bg-experience/experience-xs.jpg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/bg-experience/experience-xs.jpg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:19	508185/508185	---M--	200	added ('OK')	image/jpeg	etag:%225e237c75-7c119%22	https://bchiang7.github.io/v2/img/bg-contact/contact-xl.jpg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/bg-contact/contact-xl.jpg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:20	234086/234086	---M--	200	added ('OK')	image/jpeg	etag:%225e237c75-39266%22	https://bchiang7.github.io/v2/img/bg-contact/contact-lg.jpg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/bg-contact/contact-lg.jpg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:20	169229/169229	---M--	200	added ('OK')	image/jpeg	etag:%225e237c75-2950d%22	https://bchiang7.github.io/v2/img/bg-contact/contact-md.jpg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/bg-contact/contact-md.jpg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:21	90407/90407	---M--	200	added ('OK')	image/jpeg	etag:%225e237c75-16127%22	https://bchiang7.github.io/v2/img/bg-contact/contact-sm.jpg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/bg-contact/contact-sm.jpg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:21	60338/60338	---M--	200	added ('OK')	image/jpeg	etag:%225e237c75-ebb2%22	https://bchiang7.github.io/v2/img/bg-contact/contact-xs.jpg	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/bg-contact/contact-xs.jpg	(from https://bchiang7.github.io/v2/css/main.css)
01:14:21	607/607	---M--	200	added ('OK')	image/png	etag:%225e237c75-25f%22	https://bchiang7.github.io/v2/img/icons/html.png	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/icons/html.png	(from https://bchiang7.github.io/v2/css/main.css)
01:14:22	1059/1059	---M--	200	added ('OK')	image/png	etag:%225e237c75-423%22	https://bchiang7.github.io/v2/img/icons/pencil.png	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/icons/pencil.png	(from https://bchiang7.github.io/v2/css/main.css)
01:14:22	561/561	---M--	200	added ('OK')	image/png	etag:%225e237c75-231%22	https://bchiang7.github.io/v2/img/icons/ux-design.png	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/icons/ux-design.png	(from https://bchiang7.github.io/v2/css/main.css)
01:14:22	1450/1450	---M--	200	added ('OK')	image/png	etag:%225e237c75-5aa%22	https://bchiang7.github.io/v2/img/icons/internet.png	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/icons/internet.png	(from https://bchiang7.github.io/v2/css/main.css)
01:14:22	1581/1581	---M--	200	added ('OK')	image/png	etag:%225e237c75-62d%22	https://bchiang7.github.io/v2/img/icons/settings.png	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/icons/settings.png	(from https://bchiang7.github.io/v2/css/main.css)
01:14:23	662/662	---M--	200	added ('OK')	image/png	etag:%225e237c75-296%22	https://bchiang7.github.io/v2/img/icons/design.png	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/icons/design.png	(from https://bchiang7.github.io/v2/css/main.css)
01:14:23	1107/1107	---M--	200	added ('OK')	image/png	etag:%225e237c75-453%22	https://bchiang7.github.io/v2/img/icons/repair-tools.png	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/icons/repair-tools.png	(from https://bchiang7.github.io/v2/css/main.css)
01:14:23	1054/1054	---M--	200	added ('OK')	image/png	etag:%225e237c75-41e%22	https://bchiang7.github.io/v2/img/icons/light-bulb.png	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/icons/light-bulb.png	(from https://bchiang7.github.io/v2/css/main.css)
01:14:23	900/900	---M--	200	added ('OK')	image/png	etag:%225e237c75-384%22	https://bchiang7.github.io/v2/img/icons/graduate-cap.png	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/icons/graduate-cap.png	(from https://bchiang7.github.io/v2/css/main.css)
01:14:23	839/839	---M--	200	added ('OK')	image/png	etag:%225e237c75-347%22	https://bchiang7.github.io/v2/img/icons/search.png	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/icons/search.png	(from https://bchiang7.github.io/v2/css/main.css)
01:14:24	439/439	---M--	200	added ('OK')	image/png	etag:%225e237c75-1b7%22	https://bchiang7.github.io/v2/img/icons/briefcase.png	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/icons/briefcase.png	(from https://bchiang7.github.io/v2/css/main.css)
01:14:24	600/600	---M--	200	added ('OK')	image/png	etag:%225e237c75-258%22	https://bchiang7.github.io/v2/img/icons/notebook.png	C:/My%20Web%20Sites/my_portfolio/bchiang7.github.io/v2/img/icons/notebook.png	(from https://bchiang7.github.io/v2/css/main.css)
01:14:24	14/-1	---M--	308	error ('Permanent%20Redirect')	text/plain		http://brittanychiang.com/img/404-bg.jpg	C:/My%20Web%20Sites/my_portfolio/brittanychiang.com/img/404-bg.7c.delayed	(from https://bchiang7.github.io/v2/css/main.css)
01:14:25	4712/4712	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%2205e3001e58b767f88901e5723f0ba0de%22	https://brittanychiang.com/img/404-bg.jpg	C:/My%20Web%20Sites/my_portfolio/brittanychiang.com/img/404-bg.7d.delayed	(from https://bchiang7.github.io/v2/css/main.css)
